[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00000.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00000.json.gz
[debug] max_distance = 10.0
[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00005.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00005.json.gz
[debug] max_distance = 10.0
[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00010.json.gz
[debug] max_distance = 18.56891867956029
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00010.json.gz
[debug] max_distance = 18.56891867956029
[debug] frame = 00010, id = 18706, distance = 14.248617670845167
[debug] frame = 00125, id = 18706, distance = 9.385142569730691
[debug] frame = 00126, id = 18706, distance = 9.385142569730691
[debug] frame = 00127, id = 18706, distance = 9.38502812853114
[debug] frame = 00128, id = 18706, distance = 9.38839239397814
[debug] frame = 00129, id = 18706, distance = 9.400161208434657
[debug] frame = 00130, id = 18706, distance = 9.43802539414574
[debug] frame = 00131, id = 18706, distance = 9.506189400271014
[debug] frame = 00132, id = 18706, distance = 9.607067951229656
[debug] frame = 00133, id = 18706, distance = 9.742588271903605
[debug] frame = 00134, id = 18706, distance = 9.90584129606014
[debug] res = (True, {'class': 'vehicle', 'state': 'dynamic', 'id': '18706', 'location': [-2.133554697036743, 58.46299362182617, -0.004700393415987492], 'rotation': [-3.415094397496432e-05, 1.7501896536487038e-06, 90.19725036621094], 'bbx_loc': [-0.006293945945799351, 2.872943696274888e-07, 0.7488452196121216], 'center': [-2.133533239364624, 58.45669937133789, 0.7441447973251343], 'extent': [2.44619083404541, 0.9183566570281982, 0.7451388239860535], 'world_cord': [[-3.0603060722351074, 60.899715423583984, 1.4892821311950684], [-3.0603060722351074, 60.899715423583984, -0.0009954802226275206], [-1.22360360622406, 60.90604019165039, 1.4892821311950684], [-1.2236034870147705, 60.906036376953125, -0.0009954241104424], [-3.0434632301330566, 56.007362365722656, 1.4892849922180176], [-3.0434632301330566, 56.007362365722656, -0.0009925640188157558], [-1.2067606449127197, 56.01368713378906, 1.4892849922180176], [-1.2067606449127197, 56.0136833190918, -0.0009925079066306353]], 'semantic_tags': [14], 'type_id': 'vehicle.lincoln.mkz_2020', 'color': '0,0,0', 'base_type': 'car', 'num_points': 294, 'distance': 9.385142569730691, 'speed': -3.174503655928105e-09, 'brake': nan, 'light_state': 'Brake', 'road_id': 15, 'lane_id': -1, 'section_id': 0, 'world2vehicle': [[-0.0034426820930093527, 0.9999940991401672, -5.960463909104874e-07, -58.469993591308594], [-0.9999940991401672, -0.0034426820930093527, -3.054657327083987e-08, -1.9322725534439087], [-3.259838976532592e-08, 5.959377062936255e-07, 1.0, 0.004665483720600605], [0.0, 0.0, 0.0, 1.0]], 'position': (9.384947510390035, 0.05981345683038519, 0.008852370639044309), 'yaw': 1.5721167220633578, 'color_rgb': None, 'color_name': None, 'lane_type': carla.libcarla.LaneType.Driving, 'lane_type_str': 'Driving', 'is_in_junction': False, 'junction_id': -1, 'distance_to_junction': None, 'next_junction_id': -1, 'next_road_ids': [20], 'next_next_road_ids': [5], 'same_road_as_ego': True, 'same_direction_as_ego': True, 'lane_relative_to_ego': 0, 'steer': 0.0, 'vehicle_cuts_in': False})
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00105.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00105.json.gz
[debug] max_distance = 10.0
[debug] frame = 00105, id = 18706, distance = 9.385142569730691
[debug] frame = 00106, id = 18706, distance = 9.385142569730691
[debug] frame = 00107, id = 18706, distance = 9.385142569730691
[debug] frame = 00108, id = 18706, distance = 9.385142569730691
[debug] frame = 00109, id = 18706, distance = 9.385142569730691
[debug] frame = 00110, id = 18706, distance = 9.385142569730691
[debug] frame = 00111, id = 18706, distance = 9.385142569730691
[debug] frame = 00112, id = 18706, distance = 9.385142569730691
[debug] frame = 00113, id = 18706, distance = 9.385142569730691
[debug] frame = 00114, id = 18706, distance = 9.385142569730691
[debug] frame = 00115, id = 18706, distance = 9.385142569730691
[debug] frame = 00116, id = 18706, distance = 9.385142569730691
[debug] frame = 00117, id = 18706, distance = 9.385142569730691
[debug] frame = 00118, id = 18706, distance = 9.385142569730691
[debug] frame = 00119, id = 18706, distance = 9.385142569730691
[debug] frame = 00120, id = 18706, distance = 9.385142569730691
[debug] frame = 00121, id = 18706, distance = 9.385142569730691
[debug] frame = 00122, id = 18706, distance = 9.385142569730691
[debug] frame = 00123, id = 18706, distance = 9.385142569730691
[debug] frame = 00124, id = 18706, distance = 9.385142569730691
[debug] frame = 00125, id = 18706, distance = 9.385142569730691
[debug] frame = 00126, id = 18706, distance = 9.385142569730691
[debug] frame = 00127, id = 18706, distance = 9.38502812853114
[debug] frame = 00128, id = 18706, distance = 9.38839239397814
[debug] frame = 00129, id = 18706, distance = 9.400161208434657
[debug] frame = 00130, id = 18706, distance = 9.43802539414574
[debug] frame = 00131, id = 18706, distance = 9.506189400271014
[debug] frame = 00132, id = 18706, distance = 9.607067951229656
[debug] frame = 00133, id = 18706, distance = 9.742588271903605
[debug] frame = 00134, id = 18706, distance = 9.90584129606014
[debug] res = (True, {'class': 'vehicle', 'state': 'dynamic', 'id': '18706', 'location': [-2.133554697036743, 58.46299362182617, -0.004700393415987492], 'rotation': [-3.415094397496432e-05, 1.7501896536487038e-06, 90.19725036621094], 'bbx_loc': [-0.006293945945799351, 2.872943696274888e-07, 0.7488452196121216], 'center': [-2.133533239364624, 58.45669937133789, 0.7441447973251343], 'extent': [2.44619083404541, 0.9183566570281982, 0.7451388239860535], 'world_cord': [[-3.0603060722351074, 60.899715423583984, 1.4892821311950684], [-3.0603060722351074, 60.899715423583984, -0.0009954802226275206], [-1.22360360622406, 60.90604019165039, 1.4892821311950684], [-1.2236034870147705, 60.906036376953125, -0.0009954241104424], [-3.0434632301330566, 56.007362365722656, 1.4892849922180176], [-3.0434632301330566, 56.007362365722656, -0.0009925640188157558], [-1.2067606449127197, 56.01368713378906, 1.4892849922180176], [-1.2067606449127197, 56.0136833190918, -0.0009925079066306353]], 'semantic_tags': [14], 'type_id': 'vehicle.lincoln.mkz_2020', 'color': '0,0,0', 'base_type': 'car', 'num_points': 294, 'distance': 9.385142569730691, 'speed': 3.987114798751053e-09, 'brake': nan, 'light_state': 'Brake', 'road_id': 15, 'lane_id': -1, 'section_id': 0, 'world2vehicle': [[-0.0034426820930093527, 0.9999940991401672, -5.960463909104874e-07, -58.469993591308594], [-0.9999940991401672, -0.0034426820930093527, -3.054657327083987e-08, -1.9322725534439087], [-3.259838976532592e-08, 5.959377062936255e-07, 1.0, 0.004665483720600605], [0.0, 0.0, 0.0, 1.0]], 'position': (9.384947510390035, 0.05981345683038519, 0.008852370639044309), 'yaw': 1.5721167220633578, 'color_rgb': None, 'color_name': None, 'lane_type': carla.libcarla.LaneType.Driving, 'lane_type_str': 'Driving', 'is_in_junction': False, 'junction_id': -1, 'distance_to_junction': None, 'next_junction_id': -1, 'next_road_ids': [20], 'next_next_road_ids': [5], 'same_road_as_ego': True, 'same_direction_as_ego': True, 'lane_relative_to_ego': 0, 'steer': 0.0, 'vehicle_cuts_in': False})
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00110.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00110.json.gz
[debug] max_distance = 10.0
[debug] frame = 00110, id = 18706, distance = 9.385142569730691
[debug] frame = 00111, id = 18706, distance = 9.385142569730691
[debug] frame = 00112, id = 18706, distance = 9.385142569730691
[debug] frame = 00113, id = 18706, distance = 9.385142569730691
[debug] frame = 00114, id = 18706, distance = 9.385142569730691
[debug] frame = 00115, id = 18706, distance = 9.385142569730691
[debug] frame = 00116, id = 18706, distance = 9.385142569730691
[debug] frame = 00117, id = 18706, distance = 9.385142569730691
[debug] frame = 00118, id = 18706, distance = 9.385142569730691
[debug] frame = 00119, id = 18706, distance = 9.385142569730691
[debug] frame = 00120, id = 18706, distance = 9.385142569730691
[debug] frame = 00121, id = 18706, distance = 9.385142569730691
[debug] frame = 00122, id = 18706, distance = 9.385142569730691
[debug] frame = 00123, id = 18706, distance = 9.385142569730691
[debug] frame = 00124, id = 18706, distance = 9.385142569730691
[debug] frame = 00125, id = 18706, distance = 9.385142569730691
[debug] frame = 00126, id = 18706, distance = 9.385142569730691
[debug] frame = 00127, id = 18706, distance = 9.38502812853114
[debug] frame = 00128, id = 18706, distance = 9.38839239397814
[debug] frame = 00129, id = 18706, distance = 9.400161208434657
[debug] frame = 00130, id = 18706, distance = 9.43802539414574
[debug] frame = 00131, id = 18706, distance = 9.506189400271014
[debug] frame = 00132, id = 18706, distance = 9.607067951229656
[debug] frame = 00133, id = 18706, distance = 9.742588271903605
[debug] frame = 00134, id = 18706, distance = 9.90584129606014
[debug] res = (True, {'class': 'vehicle', 'state': 'dynamic', 'id': '18706', 'location': [-2.133554697036743, 58.46299362182617, -0.004700393415987492], 'rotation': [-3.415094397496432e-05, 1.7501896536487038e-06, 90.19725036621094], 'bbx_loc': [-0.006293945945799351, 2.872943696274888e-07, 0.7488452196121216], 'center': [-2.133533239364624, 58.45669937133789, 0.7441447973251343], 'extent': [2.44619083404541, 0.9183566570281982, 0.7451388239860535], 'world_cord': [[-3.0603060722351074, 60.899715423583984, 1.4892821311950684], [-3.0603060722351074, 60.899715423583984, -0.0009954802226275206], [-1.22360360622406, 60.90604019165039, 1.4892821311950684], [-1.2236034870147705, 60.906036376953125, -0.0009954241104424], [-3.0434632301330566, 56.007362365722656, 1.4892849922180176], [-3.0434632301330566, 56.007362365722656, -0.0009925640188157558], [-1.2067606449127197, 56.01368713378906, 1.4892849922180176], [-1.2067606449127197, 56.0136833190918, -0.0009925079066306353]], 'semantic_tags': [14], 'type_id': 'vehicle.lincoln.mkz_2020', 'color': '0,0,0', 'base_type': 'car', 'num_points': 294, 'distance': 9.385142569730691, 'speed': -8.584823609494795e-11, 'brake': nan, 'light_state': 'Brake', 'road_id': 15, 'lane_id': -1, 'section_id': 0, 'world2vehicle': [[-0.0034426820930093527, 0.9999940991401672, -5.960463909104874e-07, -58.469993591308594], [-0.9999940991401672, -0.0034426820930093527, -3.054657327083987e-08, -1.9322725534439087], [-3.259838976532592e-08, 5.959377062936255e-07, 1.0, 0.004665483720600605], [0.0, 0.0, 0.0, 1.0]], 'position': (9.384947510390035, 0.05981345683038519, 0.008852370639044309), 'yaw': 1.5721167220633578, 'color_rgb': None, 'color_name': None, 'lane_type': carla.libcarla.LaneType.Driving, 'lane_type_str': 'Driving', 'is_in_junction': False, 'junction_id': -1, 'distance_to_junction': None, 'next_junction_id': -1, 'next_road_ids': [20], 'next_next_road_ids': [5], 'same_road_as_ego': True, 'same_direction_as_ego': True, 'lane_relative_to_ego': 0, 'steer': 0.0, 'vehicle_cuts_in': False})
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00115.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00115.json.gz
[debug] max_distance = 10.0
[debug] frame = 00115, id = 18706, distance = 9.385142569730691
[debug] frame = 00116, id = 18706, distance = 9.385142569730691
[debug] frame = 00117, id = 18706, distance = 9.385142569730691
[debug] frame = 00118, id = 18706, distance = 9.385142569730691
[debug] frame = 00119, id = 18706, distance = 9.385142569730691
[debug] frame = 00120, id = 18706, distance = 9.385142569730691
[debug] frame = 00121, id = 18706, distance = 9.385142569730691
[debug] frame = 00122, id = 18706, distance = 9.385142569730691
[debug] frame = 00123, id = 18706, distance = 9.385142569730691
[debug] frame = 00124, id = 18706, distance = 9.385142569730691
[debug] frame = 00125, id = 18706, distance = 9.385142569730691
[debug] frame = 00126, id = 18706, distance = 9.385142569730691
[debug] frame = 00127, id = 18706, distance = 9.38502812853114
[debug] frame = 00128, id = 18706, distance = 9.38839239397814
[debug] frame = 00129, id = 18706, distance = 9.400161208434657
[debug] frame = 00130, id = 18706, distance = 9.43802539414574
[debug] frame = 00131, id = 18706, distance = 9.506189400271014
[debug] frame = 00132, id = 18706, distance = 9.607067951229656
[debug] frame = 00133, id = 18706, distance = 9.742588271903605
[debug] frame = 00134, id = 18706, distance = 9.90584129606014
[debug] res = (True, {'class': 'vehicle', 'state': 'dynamic', 'id': '18706', 'location': [-2.133554697036743, 58.46299362182617, -0.004700393415987492], 'rotation': [-3.415094397496432e-05, 1.7501896536487038e-06, 90.19725036621094], 'bbx_loc': [-0.006293945945799351, 2.872943696274888e-07, 0.7488452196121216], 'center': [-2.133533239364624, 58.45669937133789, 0.7441447973251343], 'extent': [2.44619083404541, 0.9183566570281982, 0.7451388239860535], 'world_cord': [[-3.0603060722351074, 60.899715423583984, 1.4892821311950684], [-3.0603060722351074, 60.899715423583984, -0.0009954802226275206], [-1.22360360622406, 60.90604019165039, 1.4892821311950684], [-1.2236034870147705, 60.906036376953125, -0.0009954241104424], [-3.0434632301330566, 56.007362365722656, 1.4892849922180176], [-3.0434632301330566, 56.007362365722656, -0.0009925640188157558], [-1.2067606449127197, 56.01368713378906, 1.4892849922180176], [-1.2067606449127197, 56.0136833190918, -0.0009925079066306353]], 'semantic_tags': [14], 'type_id': 'vehicle.lincoln.mkz_2020', 'color': '0,0,0', 'base_type': 'car', 'num_points': 294, 'distance': 9.385142569730691, 'speed': 3.537168213469702e-09, 'brake': nan, 'light_state': 'Brake', 'road_id': 15, 'lane_id': -1, 'section_id': 0, 'world2vehicle': [[-0.0034426820930093527, 0.9999940991401672, -5.960463909104874e-07, -58.469993591308594], [-0.9999940991401672, -0.0034426820930093527, -3.054657327083987e-08, -1.9322725534439087], [-3.259838976532592e-08, 5.959377062936255e-07, 1.0, 0.004665483720600605], [0.0, 0.0, 0.0, 1.0]], 'position': (9.384947510390035, 0.05981345683038519, 0.008852370639044309), 'yaw': 1.5721167220633578, 'color_rgb': None, 'color_name': None, 'lane_type': carla.libcarla.LaneType.Driving, 'lane_type_str': 'Driving', 'is_in_junction': False, 'junction_id': -1, 'distance_to_junction': None, 'next_junction_id': -1, 'next_road_ids': [20], 'next_next_road_ids': [5], 'same_road_as_ego': True, 'same_direction_as_ego': True, 'lane_relative_to_ego': 0, 'steer': 0.0, 'vehicle_cuts_in': False})
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00120.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00120.json.gz
[debug] max_distance = 10.0
[debug] frame = 00120, id = 18706, distance = 9.385142569730691
[debug] frame = 00121, id = 18706, distance = 9.385142569730691
[debug] frame = 00122, id = 18706, distance = 9.385142569730691
[debug] frame = 00123, id = 18706, distance = 9.385142569730691
[debug] frame = 00124, id = 18706, distance = 9.385142569730691
[debug] frame = 00125, id = 18706, distance = 9.385142569730691
[debug] frame = 00126, id = 18706, distance = 9.385142569730691
[debug] frame = 00127, id = 18706, distance = 9.38502812853114
[debug] frame = 00128, id = 18706, distance = 9.38839239397814
[debug] frame = 00129, id = 18706, distance = 9.400161208434657
[debug] frame = 00130, id = 18706, distance = 9.43802539414574
[debug] frame = 00131, id = 18706, distance = 9.506189400271014
[debug] frame = 00132, id = 18706, distance = 9.607067951229656
[debug] frame = 00133, id = 18706, distance = 9.742588271903605
[debug] frame = 00134, id = 18706, distance = 9.90584129606014
[debug] res = (True, {'class': 'vehicle', 'state': 'dynamic', 'id': '18706', 'location': [-2.133554697036743, 58.46299362182617, -0.004700393415987492], 'rotation': [-3.415094397496432e-05, 1.7501896536487038e-06, 90.19725036621094], 'bbx_loc': [-0.006293945945799351, 2.872943696274888e-07, 0.7488452196121216], 'center': [-2.133533239364624, 58.45669937133789, 0.7441447973251343], 'extent': [2.44619083404541, 0.9183566570281982, 0.7451388239860535], 'world_cord': [[-3.0603060722351074, 60.899715423583984, 1.4892821311950684], [-3.0603060722351074, 60.899715423583984, -0.0009954802226275206], [-1.22360360622406, 60.90604019165039, 1.4892821311950684], [-1.2236034870147705, 60.906036376953125, -0.0009954241104424], [-3.0434632301330566, 56.007362365722656, 1.4892849922180176], [-3.0434632301330566, 56.007362365722656, -0.0009925640188157558], [-1.2067606449127197, 56.01368713378906, 1.4892849922180176], [-1.2067606449127197, 56.0136833190918, -0.0009925079066306353]], 'semantic_tags': [14], 'type_id': 'vehicle.lincoln.mkz_2020', 'color': '0,0,0', 'base_type': 'car', 'num_points': 294, 'distance': 9.385142569730691, 'speed': 3.6278976335483644e-09, 'brake': nan, 'light_state': 'NONE', 'road_id': 15, 'lane_id': -1, 'section_id': 0, 'world2vehicle': [[-0.0034426820930093527, 0.9999940991401672, -5.960463909104874e-07, -58.469993591308594], [-0.9999940991401672, -0.0034426820930093527, -3.054657327083987e-08, -1.9322725534439087], [-3.259838976532592e-08, 5.959377062936255e-07, 1.0, 0.004665483720600605], [0.0, 0.0, 0.0, 1.0]], 'position': (9.384947510390035, 0.05981345683038519, 0.008852370639044309), 'yaw': 1.5721167220633578, 'color_rgb': None, 'color_name': None, 'lane_type': carla.libcarla.LaneType.Driving, 'lane_type_str': 'Driving', 'is_in_junction': False, 'junction_id': -1, 'distance_to_junction': None, 'next_junction_id': -1, 'next_road_ids': [20], 'next_next_road_ids': [5], 'same_road_as_ego': True, 'same_direction_as_ego': True, 'lane_relative_to_ego': 0, 'steer': 0.05574565144391068, 'vehicle_cuts_in': False})
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00125.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00125.json.gz
[debug] max_distance = 10.0
[debug] frame = 00125, id = 18706, distance = 9.385142569730691
[debug] frame = 00126, id = 18706, distance = 9.385142569730691
[debug] frame = 00127, id = 18706, distance = 9.38502812853114
[debug] frame = 00128, id = 18706, distance = 9.38839239397814
[debug] frame = 00129, id = 18706, distance = 9.400161208434657
[debug] frame = 00130, id = 18706, distance = 9.43802539414574
[debug] frame = 00131, id = 18706, distance = 9.506189400271014
[debug] frame = 00132, id = 18706, distance = 9.607067951229656
[debug] frame = 00133, id = 18706, distance = 9.742588271903605
[debug] frame = 00134, id = 18706, distance = 9.90584129606014
[debug] res = (True, {'class': 'vehicle', 'state': 'dynamic', 'id': '18706', 'location': [-2.1337156295776367, 58.51587677001953, -0.005136260762810707], 'rotation': [0.11769098043441772, 0.0002014443016378209, 90.21414184570312], 'bbx_loc': [-0.006293945945799351, 2.872943696274888e-07, 0.7488452196121216], 'center': [-2.1336891651153564, 58.5080451965332, 0.7436944842338562], 'extent': [2.44619083404541, 0.9183566570281982, 0.7451388239860535], 'world_cord': [[-3.0611791610717773, 60.949249267578125, 1.493853211402893], [-3.061185359954834, 60.95231246948242, 0.003578674979507923], [-1.2244784832000732, 60.95611572265625, 1.4938596487045288], [-1.2244846820831299, 60.95917510986328, 0.003585132770240307], [-3.042893886566162, 56.05691146850586, 1.4838037490844727], [-3.0429000854492188, 56.059974670410156, -0.0064707351848483086], [-1.2061933279037476, 56.063777923583984, 1.4838101863861084], [-1.2061995267868042, 56.066837310791016, -0.006464277394115925]], 'semantic_tags': [14], 'type_id': 'vehicle.lincoln.mkz_2020', 'color': '0,0,0', 'base_type': 'car', 'num_points': 298, 'distance': 9.43802539414574, 'speed': 0.5166448232132298, 'brake': 0.0, 'light_state': 'NONE', 'road_id': 15, 'lane_id': -1, 'section_id': 0, 'world2vehicle': [[-0.0037374768871814013, 0.9999909400939941, 0.002054093638435006, -58.523311614990234], [-0.9999930262565613, -0.0037374773528426886, -3.515858907121583e-06, -1.9149991273880005], [4.161301148997154e-06, -0.0020540922414511442, 0.9999979138374329, 0.12534213066101074], [0.0, 0.0, 0.0, 1.0]], 'position': (9.437831219452953, 0.059904562033079145, 0.008467567363213468), 'yaw': 1.5721167220633578, 'color_rgb': None, 'color_name': None, 'lane_type': carla.libcarla.LaneType.Driving, 'lane_type_str': 'Driving', 'is_in_junction': False, 'junction_id': -1, 'distance_to_junction': None, 'next_junction_id': -1, 'next_road_ids': [20], 'next_next_road_ids': [5], 'same_road_as_ego': True, 'same_direction_as_ego': True, 'lane_relative_to_ego': 0, 'steer': 0.004560017282627131, 'vehicle_cuts_in': False})
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00130.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00130.json.gz
[debug] max_distance = 10.0
[debug] frame = 00130, id = 18706, distance = 9.43802539414574
[debug] frame = 00131, id = 18706, distance = 9.506189400271014
[debug] frame = 00132, id = 18706, distance = 9.607067951229656
[debug] frame = 00133, id = 18706, distance = 9.742588271903605
[debug] frame = 00134, id = 18706, distance = 9.90584129606014
[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00135.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00135.json.gz
[debug] max_distance = 10.0
[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00140.json.gz
[debug] max_distance = 10.0
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00140.json.gz
[debug] max_distance = 10.0
[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00145.json.gz
[debug] max_distance = 19.73219260150161
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00145.json.gz
[debug] max_distance = 19.73219260150161
[debug] frame = 00145, id = 18706, distance = 12.917790922746118
[debug] frame = 00146, id = 18706, distance = 13.00047895427652
[debug] frame = 00147, id = 18706, distance = 13.010726630664013
[debug] frame = 00148, id = 18706, distance = 12.96253479695036
[debug] frame = 00149, id = 18706, distance = 12.989299321736116
[debug] frame = 00150, id = 18706, distance = 13.030255960959925
[debug] frame = 00151, id = 18706, distance = 13.056366658075383
[debug] frame = 00152, id = 18706, distance = 13.116939245845149
[debug] frame = 00153, id = 18706, distance = 13.173834510262008
[debug] frame = 00154, id = 18706, distance = 13.221953983403983
[debug] frame = 00155, id = 18706, distance = 13.265453144159997
[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00150.json.gz
[debug] max_distance = 33.45582442764141
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00150.json.gz
[debug] max_distance = 33.45582442764141
[debug] frame = 00150, id = 18706, distance = 13.030255960959925
[debug] frame = 00150, id = 18705, distance = 30.07762229100975
[debug] frame = 00151, id = 18706, distance = 13.056366658075383
[debug] frame = 00151, id = 18705, distance = 30.178956825761876
[debug] frame = 00152, id = 18706, distance = 13.116939245845149
[debug] frame = 00152, id = 18705, distance = 30.236285116511414
[debug] frame = 00153, id = 18706, distance = 13.173834510262008
[debug] frame = 00153, id = 18705, distance = 30.26754379668526
[debug] frame = 00154, id = 18706, distance = 13.221953983403983
[debug] frame = 00154, id = 18705, distance = 30.273254736877917
[debug] frame = 00155, id = 18706, distance = 13.265453144159997
[debug] frame = 00156, id = 18706, distance = 13.250712463022865
[debug] frame = 00157, id = 18706, distance = 13.16989285676655
[debug] frame = 00158, id = 18706, distance = 13.05553750133035
[debug] frame = 00159, id = 18706, distance = 12.888339612137058
[debug] frame = 00160, id = 18706, distance = 12.689612212454337
[debug] frame = 00161, id = 18706, distance = 12.515478571955985
[debug] frame = 00162, id = 18706, distance = 12.397481364164026
[debug] frame = 00163, id = 18706, distance = 12.373137938536624
[debug] frame = 00164, id = 18706, distance = 12.454778214525248
[debug] frame = 00165, id = 18706, distance = 12.61625675402731
[debug] frame = 00166, id = 18706, distance = 12.794589843323605
[debug] frame = 00167, id = 18706, distance = 12.91726862116576
[debug] frame = 00168, id = 18706, distance = 12.948731691954013
[debug] frame = 00169, id = 18706, distance = 12.921619633067698
[debug] frame = 00170, id = 18706, distance = 12.785461647450656
[debug] frame = 00171, id = 18706, distance = 12.620982382449757
[debug] frame = 00172, id = 18706, distance = 12.498049658706282
[debug] frame = 00173, id = 18706, distance = 12.420509091484051
[debug] frame = 00174, id = 18706, distance = 12.403478985907883
[debug] frame = 00175, id = 18706, distance = 12.460814818291018
[debug] frame = 00176, id = 18706, distance = 12.573599581259712
[debug] res = (False, [])
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00155.json.gz
[debug] max_distance = 39.09944688212392
[debug] current_file = ../../../Bench2Drive-rep/HardBreakRoute_Town01_Route30_Weather3/anno/00155.json.gz
[debug] max_distance = 39.09944688212392
[debug] frame = 00155, id = 18706, distance = 13.265453144159997
[debug] frame = 00155, id = 18705, distance = 30.290617886290775
[debug] frame = 00156, id = 18706, distance = 13.250712463022865
[debug] frame = 00156, id = 18705, distance = 30.29859116631474
[debug] frame = 00157, id = 18706, distance = 13.16989285676655
[debug] frame = 00157, id = 18705, distance = 30.259987185914728
[debug] frame = 00158, id = 18706, distance = 13.05553750133035
[debug] frame = 00158, id = 18705, distance = 30.176772537897754
[debug] frame = 00159, id = 18706, distance = 12.888339612137058
[debug] frame = 00159, id = 18705, distance = 30.037579745616785
[debug] frame = 00160, id = 18706, distance = 12.689612212454337
[debug] frame = 00160, id = 18705, distance = 29.888631064274282
[debug] frame = 00161, id = 18706, distance = 12.515478571955985
[debug] frame = 00161, id = 18705, distance = 29.778247364314755
[debug] frame = 00162, id = 18706, distance = 12.397481364164026
[debug] frame = 00162, id = 18705, distance = 29.734168066520745
[debug] frame = 00163, id = 18706, distance = 12.373137938536624
[debug] frame = 00163, id = 18705, distance = 29.7819602377274
[debug] frame = 00164, id = 18706, distance = 12.454778214525248
[debug] frame = 00164, id = 18705, distance = 29.904687149627982
[debug] frame = 00165, id = 18706, distance = 12.61625675402731
[debug] frame = 00165, id = 18705, distance = 30.049557197204322
[debug] frame = 00166, id = 18706, distance = 12.794589843323605
[debug] frame = 00167, id = 18706, distance = 12.91726862116576
[debug] frame = 00168, id = 18706, distance = 12.948731691954013
[debug] frame = 00169, id = 18706, distance = 12.921619633067698
[debug] frame = 00170, id = 18706, distance = 12.785461647450656
[debug] frame = 00171, id = 18706, distance = 12.620982382449757
[debug] frame = 00172, id = 18706, distance = 12.498049658706282
[debug] frame = 00173, id = 18706, distance = 12.420509091484051
[debug] frame = 00174, id = 18706, distance = 12.403478985907883
[debug] frame = 00175, id = 18706, distance = 12.460814818291018
[debug] frame = 00176, id = 18706, distance = 12.573599581259712
[debug] frame = 00177, id = 18706, distance = 12.714655329160907
[debug] frame = 00178, id = 18706, distance = 12.859626144444508
[debug] frame = 00179, id = 18706, distance = 12.991180652698072
[debug] frame = 00180, id = 18706, distance = 13.10216782654819
[debug] frame = 00181, id = 18706, distance = 13.187293572179708
[debug] frame = 00182, id = 18706, distance = 13.2684885268397
